record_no,sequence_crc64,length_aa,exact_sequence_source,uniparc_id,uniprot_accessions,taxon_id,organism,domain,phylum_or_kingdom,HXXXD_present,C_H_D_cooccur,both_motif_proxies,contains_noncanonical_residue,crc,y_pred,new_y_pred,new_rank
1853,704E000DE48CE557,290,UniProtKB/TrEMBL (unreviewed representative),UPI000000094E,Q78ZC4;P50295;Q711M4,10090,Mus musculus,Eukaryota,Chordata,False,True,False,False,704E000DE48CE557,0.995423853,0.9633334279060364,102
4852,834DD7EB4A2B4726,306,UniProtKB/TrEMBL (unreviewed representative),UPI00022D39FD,A0A6M4HFE0;G4RES5;G4RES5,1082930,Pelagibacterium,Bacteria,Pseudomonadota,True,True,True,False,834DD7EB4A2B4726,0.995355189,0.9633187055587769,103
21,91880DC8AFCE4499,4080,UniProtKB/Swiss-Prot (reviewed representative),UPI0009F74FFF,A0A1W5T1U1;A0A1W5T1U1,69781,Penicillium oxalicum,Eukaryota,Ascomycota,True,True,True,False,91880DC8AFCE4499,-0.005358067,0.9632810354232788,104
6280,B2F8F8380CD65B38,400,UniProtKB/TrEMBL (unreviewed representative),UPI00005CED93,A0AAP2NDJ2;A0A0G8R8C6;A0A4U0THX0;A0A9X1JKH6;A0ABS8LRT7;A0A1L5QD92;A0AAQ2EEA3;A0A0B2D324;Q3BSK1;Q3BSK1,338,Xanthomonas,Bacteria,Pseudomonadota,True,True,True,False,B2F8F8380CD65B38,0.043206289,0.962726354598999,105
2055,4AC70F77DDC1889F,4017,UniProtKB/Swiss-Prot (reviewed representative),UPI001C7C9CE4,Q2HBN0,306901,Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970),Eukaryota,Ascomycota,True,True,True,True,4AC70F77DDC1889F,-0.005547334,0.962410032749176,106
3935,0F38E593B298F15A,370,UniProtKB/Swiss-Prot (reviewed representative),UPI0001738745,B2FMC1;A0A6H2HXV7;A0AA37E399;B2FMC1;M3EY64;A0A120FHT1;A0A2J0TXI8,40323,Stenotrophomonas,Bacteria,Pseudomonadota,True,True,True,False,0F38E593B298F15A,0.037577193,0.9619622826576232,107
1247,53853B366CF14C6D,4065,UniProtKB/Swiss-Prot (reviewed representative),UPI0010FF7112,A0A4P8WAE5;A0A4P8WAE5,148305,Pyricularia grisea,Eukaryota,Ascomycota,True,True,True,False,53853B366CF14C6D,-0.005344147,0.961912989616394,108
5496,1D2BB096D2C4C183,219,UniProtKB/Swiss-Prot (reviewed representative),UPI00001270E1,Q02736;A0A7Y8Z5B2,1485,Clostridium,Bacteria,Bacillota,True,True,True,False,1D2BB096D2C4C183,0.995052159,0.9616604447364808,109
483,5D4078DF88432223,4042,UniProtKB/Swiss-Prot (reviewed representative),UPI000161BE9F,Q0V6Q6;Q0V6Q6,321614,Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173),Eukaryota,Ascomycota,True,True,True,False,5D4078DF88432223,-0.003835861,0.9616211652755736,110
9374,1414F2BFF5585117,309,UniProtKB/Swiss-Prot (reviewed representative),UPI000067D465,Q2NQZ8;A0A0I9QJG3;A0A193QMU0;Q2NQZ8,63612,Sodalis glossinidius,Bacteria,Pseudomonadota,True,True,True,False,1414F2BFF5585117,0.995876968,0.9613894820213318,111
1248,E0CB1F128F5A6383,3926,UniProtKB/Swiss-Prot (reviewed representative),UPI00159976B4,A0A6J4B487;A0A6J4B487,29916,Fusarium sp.,Eukaryota,Ascomycota,True,True,True,False,E0CB1F128F5A6383,-0.004983579,0.96123868227005,112
5661,069A59A2147BD60E,393,UniProtKB/TrEMBL (unreviewed representative),UPI0000DD5E82,A0A7T4KK19;A0A0W7UHD4;Q0KF58;A0AAE6DER2;Q0KF58,106590,Cupriavidus necator,Bacteria,Pseudomonadota,False,True,False,False,069A59A2147BD60E,0.172534093,0.9610443711280824,113
4866,EE67D92341960371,2214,UniProtKB/Swiss-Prot (reviewed representative),UPI00028E6101,K2QVI8;K2QVI8,1126212,Macrophomina phaseolina (strain MS6),Eukaryota,Ascomycota,True,True,True,False,EE67D92341960371,-0.002690242,0.9609506726264954,114
4960,AD31B8745E79F2C3,258,UniProtKB/Swiss-Prot (reviewed representative),UPI00001260DA,O62696;O62696,9685,Felis catus,Eukaryota,Chordata,False,True,False,False,AD31B8745E79F2C3,0.997051775,0.9606172442436218,115
1236,4877E716F4BBA2B1,3987,UniProtKB/Swiss-Prot (reviewed representative),UPI00107A7947,A0A411L027;A0A411L027,209559,Petromyces alliaceus,Eukaryota,Ascomycota,True,True,True,False,4877E716F4BBA2B1,-0.00518905,0.9605742692947388,116
1146,4DC157BCC42F4E29,4080,UniProtKB/Swiss-Prot (reviewed representative),UPI00035B58AD,S7ZFK6;S7ZFK6,933388,Penicillium oxalicum (strain 114-2 / CGMCC 5302),Eukaryota,Ascomycota,True,True,True,False,4DC157BCC42F4E29,-0.005583929,0.9600514769554138,117
8249,FE92F5EC321772ED,2492,UniProtKB/TrEMBL (unreviewed representative),UPI000351B143,A0A0I9ZC56;S0EET5;S0EET5,5127,Fusarium fujikuroi,Eukaryota,Ascomycota,True,True,True,False,FE92F5EC321772ED,-0.005266666,0.9599147439002992,118
1235,D48D171412A790AA,3948,UniProtKB/Swiss-Prot (reviewed representative),UPI0010243B10,A0A411KUP8;A0A411KUP8,2046025,Acremonium sp.,Eukaryota,Ascomycota,True,True,True,False,D48D171412A790AA,-0.00559478,0.9598833918571472,119
1133,1A944375E05DF403,3038,UniProtKB/Swiss-Prot (reviewed representative),UPI000006972B,Q9Y8A5;Q9Y8A5,33178,Aspergillus terreus,Eukaryota,Ascomycota,True,True,True,False,1A944375E05DF403,-0.005856913,0.9597981572151184,120
2117,6BDE751D492E9813,3075,UniProtKB/Swiss-Prot (reviewed representative),UPI00005B6F28,Q3S2T9;Q3S2T9,32644,unidentified,Unresolved,Unresolved,True,True,True,False,6BDE751D492E9813,-0.005512968,0.95939964056015,121
1305,CE293CC22B2A4CA0,3605,UniProtKB/Swiss-Prot (reviewed representative),UPI0000EFB5A9,A2QQV0;A2QQV0;A0ABH7D0X0,5061,Aspergillus niger,Eukaryota,Ascomycota,True,True,True,False,CE293CC22B2A4CA0,-0.005320049,0.9593034386634828,122
2601,1575D18B68E23E2B,3916,UniProtKB/Swiss-Prot (reviewed representative),UPI0003ECCA84,W7MLD7;W7MLD7,334819,Gibberella moniliformis (strain M3125 / FGSC 7600),Eukaryota,Ascomycota,True,True,True,False,1575D18B68E23E2B,-0.004614795,0.958831250667572,123
3308,CEA81D52AF998B1B,310,UniProtKB/TrEMBL (unreviewed representative),UPI000156EEAA,A0A3L7ZK58;A0A0J9DF61;K6B5W5;A0A496BYI1;A0A372VPF0;A0AAD2YH68;A0A078S7F7;A0A496DJY9;K5ZJW4;A0A268UF95;A0A496DW35;A0AAE5NDA0;D7IT36;A6LC32;A0A078TP70;A0A372WTB2;A0A372XSJ6;K5ZXR2;A0A496DB31;A0A496C2U4;A0A173Y213;A6LC32;C7XAL7;A0A1Q6F845;A0A496CH04;D0TAZ4;A0A223HNH6;A0A0K9CST9;A0A073I9H1;A0ACG4KKA2;E1YUR1,171549,Bacteroidales,Bacteria,Bacteroidota,False,True,False,False,CEA81D52AF998B1B,0.996431172,0.9586781859397888,124
3775,9FEBCC885EDD6527,380,UniProtKB/Swiss-Prot (reviewed representative),UPI00000D8FD7,Q4UVH1;Q8P8L2;A0A8I0LMX8;B0RS70;A0A3E1LCU6;Q8P8L2;B0RS70;Q4UVH1;A0A0K0W179,339,Xanthomonas campestris,Bacteria,Pseudomonadota,False,True,False,False,9FEBCC885EDD6527,0.054731622,0.9584414958953856,125
2435,9FEBCC885EDD6527,380,UniProtKB/Swiss-Prot (reviewed representative),UPI00000D8FD7,Q4UVH1;Q8P8L2;A0A8I0LMX8;B0RS70;A0A3E1LCU6;Q8P8L2;B0RS70;Q4UVH1;A0A0K0W179,339,Xanthomonas campestris,Bacteria,Pseudomonadota,False,True,False,False,9FEBCC885EDD6527,0.054731622,0.9584414958953856,125
6550,9FEBCC885EDD6527,380,UniProtKB/Swiss-Prot (reviewed representative),UPI00000D8FD7,Q4UVH1;Q8P8L2;A0A8I0LMX8;B0RS70;A0A3E1LCU6;Q8P8L2;B0RS70;Q4UVH1;A0A0K0W179,339,Xanthomonas campestris,Bacteria,Pseudomonadota,False,True,False,False,9FEBCC885EDD6527,0.054731622,0.9584414958953856,125
1713,F6A37212DCC9A02A,4004,UniProtKB/Swiss-Prot (reviewed representative),UPI00028D93A1,K2QYX5;K2QYX5,1126212,Macrophomina phaseolina (strain MS6),Eukaryota,Ascomycota,True,True,True,False,F6A37212DCC9A02A,-0.004374625,0.958184540271759,126
8459,DFA7D175E942AF22,303,UniProtKB/Swiss-Prot (reviewed representative),UPI0001587EC4,A6W6C7;A6W6C7,131568,Kineococcus radiotolerans,Bacteria,Actinomycetota,False,True,False,False,DFA7D175E942AF22,-0.001363184,0.9580589532852172,127
5309,97F32CA067FA4B14,360,UniProtKB/TrEMBL (unreviewed representative),UPI000012F018,A0AAP8PB02;A0A1W9FRJ0;P57884;A0A2J9QJE4,747,Pasteurella multocida,Bacteria,Pseudomonadota,False,True,False,False,97F32CA067FA4B14,0.94701761,0.957982301712036,128
7158,E74C5BF27E02D301,517,UniProtKB/Swiss-Prot (reviewed representative),UPI000035C22C,Q6LNA1;Q6LNA1,74109,Photobacterium profundum,Bacteria,Pseudomonadota,True,True,True,False,E74C5BF27E02D301,0.993451178,0.9576704502105712,129
5777,F9DA3BAF049E92EC,305,UniProtKB/Swiss-Prot (reviewed representative),UPI0000DA12A6,Q165M8;Q165M8;A0A2R3LK38,2434,Roseobacter denitrificans,Bacteria,Pseudomonadota,True,True,True,False,F9DA3BAF049E92EC,0.995220482,0.957649827003479,130
5098,F7FD43B4D481F92B,2568,UniProtKB/Swiss-Prot (reviewed representative),UPI00388C33C3,P0DXV7,138282,Aspergillus sclerotiorum,Eukaryota,Ascomycota,True,True,True,False,F7FD43B4D481F92B,-0.004574856,0.9575605988502502,131
3602,18927EFC5FE9CD41,305,UniProtKB/Swiss-Prot (reviewed representative),UPI0000E8FF93,A8LKX1;A8LKX1;A0VTL2,309512,Dinoroseobacter,Bacteria,Pseudomonadota,True,True,True,False,18927EFC5FE9CD41,0.995168746,0.957036316394806,132
1171,95C213C5C8075C3F,4043,UniProtKB/Swiss-Prot (reviewed representative),UPI000631535D,A0A0G0AID6;A0A0G0AID6,5544,Trichoderma harzianum,Eukaryota,Ascomycota,True,True,True,False,95C213C5C8075C3F,-0.003965289,0.9569984674453736,133
4770,B142E4FE562EF7EE,306,UniProtKB/Swiss-Prot (reviewed representative),UPI0001CC6D77,D3Q4A8;D3Q4A8,283811,Stackebrandtia nassauensis,Bacteria,Actinomycetota,True,True,True,False,B142E4FE562EF7EE,0.978766024,0.9567528367042542,134
1251,BC4C9D8DDDA43DEE,3999,UniProtKB/Swiss-Prot (reviewed representative),UPI0018A67FBF,A0A7L9EYL1;A0A7L9EYL1,2480843,Xenoacremonium sinensis,Eukaryota,Ascomycota,True,True,True,False,BC4C9D8DDDA43DEE,-0.004843326,0.9567351937294006,135
7241,669A1A327DB69224,368,UniProtKB/Swiss-Prot (reviewed representative),UPI000022E9BA,Q74AC8;Q74AC8;A0A352DKV1,35554,Geobacter sulfurreducens,Bacteria,Thermodesulfobacteriota,False,True,False,False,669A1A327DB69224,0.180445254,0.9564647674560548,136
7859,A55EFD77650CC480,368,UniProtKB/TrEMBL (unreviewed representative),UPI00000CF0E7,A0A171ME31;W6DV11;A3G7J6;G2K3W7;A0A2G8Q9K4;A0A0B1UH95;A0A0F5Z8X2;A0A3H3KIR5;Q8Y9D6;A0A171M5L7;A0A1D2IP16;D2PA45;A0A2G8QKY1;Q4EPR8;A0A823I113;A0A3H3PRD9;A3FSM9;T2KW91;A0A823GJR9;W8WNK7;A0A3H0R7M4;D2NYM6;A0A472AQP6;A0A0R1D852;A0A3T1TXD4;A0A0B1W4D2;A0A9Q4GN27;X0EXD5;A4DSD0;A0A2G8R347;A0A0B1WB11;Q8Y9D6;A0AA36KRE1;A0A0B6W689;W7B1K4;A0A171N4J5;J7MTN2;A0A171MMT3;A0A171MWK4;A0A3Q0NC05;A3G051;X0DFB2;A0A2G8QMT8;C8K9H3;D4PRB2;J7NEZ3;W8WF04;G2K5A9;A0A0H3GEC9;G2JUG1;J7NQ31;J7MQG8;S5KJK7;A0A0G2W5X5;A0A241SVR9;A0A171NG42;A0A0B1VHK5;W8WIP6,1637,Listeria,Bacteria,Bacillota,True,True,True,False,A55EFD77650CC480,0.407943398,0.9563333988189696,137
1234,5CF489F95F2CF7D0,4023,UniProtKB/Swiss-Prot (reviewed representative),UPI000FE29219,A0A3T0QHT6;A0A3T0QHT6,28576,Talaromyces variabilis,Eukaryota,Ascomycota,True,True,True,False,5CF489F95F2CF7D0,-0.005766703,0.95630145072937,138
1224,3A6487C131E32B26,3961,UniProtKB/Swiss-Prot (reviewed representative),UPI000DCABA13,A0A2Z5XAL7;A0A2Z5XAL7,1756125,Pyrenochaetopsis sp.,Eukaryota,Ascomycota,True,True,True,False,3A6487C131E32B26,-0.005211152,0.9562826156616212,139
25,85BB805918FD1C5A,5206,UniProtKB/Swiss-Prot (reviewed representative),UPI000CD32DF6,A0A2S3R7M0;A0A2S3R7M0,672,Vibrio vulnificus,Bacteria,Pseudomonadota,True,True,True,False,85BB805918FD1C5A,0.031322822,0.956198751926422,140
3467,54F3B4CE3E891397,309,UniProtKB/TrEMBL (unreviewed representative),UPI00015B9E17,A0A069J3Q8;A7MPD4;A0A0F6VS37;A0A0K2NAA0;A0A2S9UAX7;I2EE42;A7MPD4,413496,Cronobacter,Bacteria,Pseudomonadota,True,True,True,False,54F3B4CE3E891397,0.9966591,0.9561585783958436,141
6020,DFAB20E20573C336,301,UniProtKB/TrEMBL (unreviewed representative),UPI00003C7D58,Q37XQ2;Q2GAJ2;Q2GAJ2,48935,Novosphingobium aromaticivorans,Bacteria,Pseudomonadota,True,True,True,False,DFAB20E20573C336,0.995775282,0.9557673335075378,142
2782,4DD3E3BBC95EB052,344,UniProtKB/TrEMBL (unreviewed representative),UPI00006DD8A6,A0A0C2Z2J8;A1A3D2;A1A3D2,31953,Bifidobacteriaceae,Bacteria,Actinomycetota,True,True,True,False,4DD3E3BBC95EB052,0.992638409,0.9556995034217834,143
1140,A3BAF8D37CEC9383,4613,UniProtKB/Swiss-Prot (reviewed representative),UPI00001101F1,Q9ZGI5;Q9ZGI5,54571,Streptomyces venezuelae,Bacteria,Actinomycetota,True,True,True,False,A3BAF8D37CEC9383,-0.004800345,0.9554861187934875,144
